timestamp,Storm ID,BASIN,Season,SEASON TC NUMBER,STORMNAME,Latitude (degrees),Longitude (degrees),VMAX (kt),Peak VMAX (kt),ACE,Maximum 24h Intensification,Tropical SST,Global SST,Local SST,Local Month Mean,Local Anomaly,Saffir-Simpson Category
1991-11-12 18:00:00,1992-S-3,SP,1992.0,3.0,       NAMU,-7.1,163.6,20.0,95.0,1.251,15.0,27.492928,13.24259,29.299423,29.552452,-0.25302887,2
1992-06-21 18:00:00,1992-N-3,WP,1992.0,3.0,,13.0,126.0,15.0,80.0,0.778,15.0,27.825382,13.456193,29.214739,29.627134,-0.41239548,1
1991-11-20 06:00:00,1992-S-4,SI,1992.0,4.0,       NAMU,-8.1,73.7,20.0,45.0,0.27625,10.0,27.492928,13.24259,28.149086,28.186052,-0.036966324,1
1992-06-24 00:00:00,1992-N-4,WP,1992.0,4.0,,5.9,145.3,15.0,40.0,0.3395,10.0,27.825382,13.456193,29.037607,29.440676,-0.40306854,1
1991-12-01 00:00:00,1992-S-5,AUS,1992.0,5.0,       NAMU,-4.4,95.0,20.0,120.0,1.6655,30.0,27.573862,13.348814,28.041601,28.611666,-0.57006454,4
1992-07-05 18:00:00,1992-N-5,WP,1992.0,5.0,,7.2,155.9,15.0,75.0,0.7355,25.0,27.196163,13.599628,28.987432,29.209023,-0.22159004,1
1991-12-04 06:00:00,1992-S-6,SP,1992.0,6.0,       NAMU,-8.4,180.5,30.0,125.0,2.61775,35.0,27.573862,13.348814,29.326199,29.558426,-0.23222733,4
1992-07-11 12:00:00,1992-N-6,WP,1992.0,6.0,,7.1,140.2,15.0,55.0,0.18925,20.0,27.196163,13.599628,28.673912,29.24087,-0.5669575,1
1991-12-05 00:00:00,1992-S-7,SP,1992.0,7.0,       NAMU,-10.0,203.2,25.0,105.0,2.05475,35.0,27.573862,13.348814,29.21832,28.925718,0.29260254,3
1992-07-16 00:00:00,1992-N-7,WP,1992.0,7.0,,12.6,135.4,15.0,65.0,0.369,20.0,27.196163,13.599628,28.534761,29.33078,-0.7960186,1
1992-07-24 00:00:00,1992-N-8,WP,1992.0,8.0,,25.3,161.2,15.0,45.0,0.20125,20.0,27.196163,13.599628,28.098442,28.365435,-0.26699257,1
1991-12-17 12:00:00,1992-S-9,SI,1992.0,9.0,       NAMU,-7.5,66.0,20.0,105.0,1.32325,35.0,27.573862,13.348814,28.690807,28.611126,0.0796814,3
1992-07-30 00:00:00,1992-N-9,WP,1992.0,9.0,,20.3,135.3,20.0,80.0,0.36575,30.0,27.196163,13.599628,29.209995,29.483923,-0.2739277,1
1992-07-30 00:00:00,1992-N-10,WP,1992.0,10.0,,5.0,154.3,15.0,115.0,1.8575,35.0,27.196163,13.599628,29.128775,29.33114,-0.20236588,4
1992-01-04 18:00:00,1992-S-11,SP,1992.0,11.0,       NAMU,-7.0,172.0,20.0,95.0,1.749,25.0,27.526773,13.52295,28.86068,29.50613,-0.6454506,2
1992-08-03 06:00:00,1992-N-11,WP,1992.0,11.0,,5.8,182.0,15.0,130.0,4.21625,30.0,26.780613,13.681884,29.132574,29.049166,0.083408356,4
1992-01-06 06:00:00,1992-S-12,AUS,1992.0,12.0,       NAMU,-13.0,134.0,15.0,55.0,0.2525,15.0,27.526773,13.52295,29.873384,30.107258,-0.23387337,1
1992-08-13 12:00:00,1992-N-12,WP,1992.0,12.0,,13.3,129.6,15.0,40.0,0.32425,5.0,26.780613,13.681884,28.967627,29.15429,-0.18666267,1
1992-08-13 12:00:00,1992-N-13,WP,1992.0,13.0,,16.9,112.4,15.0,50.0,0.3515,15.0,26.780613,13.681884,28.952463,28.88783,0.064632416,1
1992-02-05 06:00:00,1992-S-14,SP,1992.0,14.0,       NAMU,-10.5,214.9,30.0,70.0,0.4845,25.0,27.80724,13.658055,29.103008,28.674788,0.42822075,1
1992-08-16 00:00:00,1992-N-14,WP,1992.0,14.0,,24.0,162.3,15.0,45.0,0.26025,15.0,26.780613,13.681884,28.01452,28.619959,-0.60543823,1
1992-02-08 18:00:00,1992-S-15,SI,1992.0,15.0,       NAMU,-16.6,62.2,20.0,45.0,0.202,15.0,27.80724,13.658055,28.188807,28.047375,0.14143181,1
1992-08-20 06:00:00,1992-N-15,WP,1992.0,15.0,,6.6,173.3,10.0,130.0,3.8945,35.0,26.780613,13.681884,28.971914,29.15424,-0.18232536,4
1992-08-23 12:00:00,1992-N-16,WP,1992.0,16.0,,14.0,144.3,20.0,50.0,0.3945,15.0,26.780613,13.681884,28.864758,29.33883,-0.4740734,1
1992-02-13 00:00:00,1992-S-17,SP,1992.0,17.0,       NAMU,-8.6,181.0,20.0,85.0,0.855,20.0,27.80724,13.658055,29.276958,29.376623,-0.09966469,2
1992-08-29 00:00:00,1992-N-17,WP,1992.0,17.0,,13.3,165.9,15.0,115.0,2.99825,20.0,26.780613,13.681884,28.420252,28.857258,-0.437006,4
1992-09-04 00:00:00,1992-N-18,WP,1992.0,18.0,,19.1,166.2,20.0,110.0,1.96025,20.0,26.894178,13.610994,28.127666,28.962198,-0.8345318,3
1992-09-14 12:00:00,1992-N-19,WP,1992.0,19.0,,10.6,159.2,15.0,65.0,0.6935,15.0,26.894178,13.610994,29.029324,29.337805,-0.30848122,1
1992-02-24 18:00:00,1992-S-20,AUS,1992.0,20.0,       NAMU,-11.2,101.5,25.0,120.0,3.58525,20.0,27.80724,13.658055,28.11131,28.492336,-0.38102722,4
1992-09-19 00:00:00,1992-N-20,WP,1992.0,20.0,,4.8,174.8,15.0,55.0,0.36425,15.0,26.894178,13.610994,29.795141,29.333126,0.46201515,1
1992-02-24 06:00:00,1992-S-21,SP,1992.0,21.0,       NAMU,-13.2,168.5,20.0,130.0,2.925,45.0,27.80724,13.658055,29.10961,29.259115,-0.14950562,4
1992-09-23 18:00:00,1992-N-21,WP,1992.0,21.0,,11.0,193.0,15.0,95.0,2.40275,25.0,26.894178,13.610994,28.762968,28.344814,0.41815376,2
1992-02-23 18:00:00,1992-S-22,SI,1992.0,22.0,       NAMU,-11.8,83.8,25.0,120.0,2.2695,30.0,27.80724,13.658055,27.985432,28.400585,-0.4151535,4
1992-10-05 00:00:00,1992-N-22,WP,1992.0,22.0,,7.8,174.9,15.0,40.0,0.34125,10.0,27.068254,13.30288,29.540041,29.125574,0.41446686,1
1992-02-23 18:00:00,1992-S-23,AUS,1992.0,23.0,       NAMU,-12.0,118.5,15.0,115.0,1.62175,30.0,27.80724,13.658055,29.130335,29.12641,0.0039253235,4
1992-10-03 06:00:00,1992-N-23,WP,1992.0,23.0,,15.7,139.7,15.0,155.0,4.8325,35.0,27.068254,13.30288,28.860395,29.16901,-0.30861473,5
1992-10-12 06:00:00,1992-N-24,WP,1992.0,24.0,,11.5,114.5,15.0,90.0,1.39275,25.0,27.068254,13.30288,28.098232,28.694857,-0.5966244,2
1992-03-04 00:00:00,1992-S-25,SP,1992.0,25.0,       NAMU,-10.4,183.7,20.0,140.0,3.4573125,35.0,28.137014,13.619004,28.927856,29.368502,-0.44064522,5
1992-10-14 12:00:00,1992-N-25,WP,1992.0,25.0,,8.5,170.8,10.0,95.0,1.39275,20.0,27.068254,13.30288,29.339539,29.140198,0.19934082,2
1992-03-13 18:00:00,1992-S-26,SP,1992.0,26.0,       NAMU,-12.0,185.3,25.0,60.0,0.352,20.0,28.137014,13.619004,28.903461,29.309069,-0.40560722,1
1992-10-15 00:00:00,1992-N-26,WP,1992.0,26.0,,8.0,134.9,15.0,80.0,1.733,20.0,27.068254,13.30288,28.881296,29.236013,-0.35471725,1
1992-03-23 18:00:00,1992-S-27,SP,1992.0,27.0,       NAMU,-10.0,211.9,20.0,55.0,0.371,15.0,28.137014,13.619004,29.301237,29.01063,0.29060745,1
1992-10-23 12:00:00,1992-N-27,WP,1992.0,27.0,,9.6,186.8,20.0,110.0,2.9075,30.0,27.068254,13.30288,28.824553,28.672447,0.15210533,3
1992-04-04 18:00:00,1992-S-28,AUS,1992.0,28.0,       NAMU,-8.3,131.6,20.0,120.0,2.2595,40.0,28.531372,13.513384,28.856405,29.213549,-0.3571434,4
1992-10-27 12:00:00,1992-N-28,WP,1992.0,28.0,,5.6,150.2,10.0,145.0,3.68525,25.0,27.068254,13.30288,29.196114,29.533356,-0.33724213,5
1992-04-05 06:00:00,1992-S-29,AUS,1992.0,29.0,       NAMU,-5.3,100.8,15.0,120.0,2.81075,25.0,28.531372,13.513384,29.38805,29.382853,0.005197525,4
1992-04-27 06:00:00,1992-S-30,SP,1992.0,30.0,       NAMU,-10.3,178.8,20.0,65.0,0.40125,25.0,28.531372,13.513384,29.02979,29.416363,-0.38657188,1
1992-11-08 12:00:00,1992-N-30,WP,1992.0,30.0,,7.9,140.7,15.0,125.0,2.07475,30.0,27.217556,13.198875,28.625881,29.348906,-0.72302437,4
1992-11-13 06:00:00,1992-N-31,WP,1992.0,31.0,,6.1,182.2,15.0,160.0,6.06225,40.0,27.217556,13.198875,29.19561,28.963402,0.23220825,5
1992-11-13 06:00:00,1992-N-32,WP,1992.0,32.0,,11.1,159.5,15.0,125.0,1.83725,30.0,27.217556,13.198875,28.256699,28.830597,-0.5738983,4
1992-09-25 00:00:00,1993-S-1,SI,1993.0,1.0,       NAMU,-4.8,86.8,15.0,65.0,0.524,20.0,26.894178,13.610994,27.875557,28.341711,-0.4661541,1
1993-03-05 00:00:00,1993-N-2,WP,1993.0,2.0,,3.1,173.7,15.0,55.0,0.6775,15.0,27.930157,13.600309,28.5487,28.377506,0.17119408,1
1992-12-03 06:00:00,1993-S-3,SP,1993.0,3.0,       NAMU,-4.0,173.0,15.0,110.0,1.909,25.0,27.199766,13.274579,29.57929,29.496735,0.08255577,3
1992-12-21 12:00:00,1993-S-6,AUS,1993.0,6.0,       NAMU,-12.7,142.7,20.0,75.0,1.6005,15.0,27.199766,13.274579,28.677078,29.154964,-0.4778862,1
1993-06-13 06:00:00,1993-N-6,WP,1993.0,6.0,,4.0,160.0,15.0,130.0,2.7765,40.0,27.763803,13.441616,28.81835,29.385118,-0.56676865,4
1992-12-23 06:00:00,1993-S-7,SP,1993.0,7.0,       NAMU,-6.7,161.3,15.0,120.0,2.91,45.0,27.199766,13.274579,29.3978,29.717422,-0.31962204,4
1993-01-01 12:00:00,1993-S-8,SP,1993.0,8.0,       NAMU,-16.9,195.8,25.0,45.0,0.09125,20.0,27.30771,13.528006,28.37432,28.18535,0.18896866,1
1993-07-04 06:00:00,1993-N-8,WP,1993.0,8.0,,9.1,137.0,15.0,85.0,0.76075,25.0,27.241337,13.61171,28.888298,29.19424,-0.30594254,2
1993-07-11 12:00:00,1993-N-9,WP,1993.0,9.0,,8.1,143.9,15.0,45.0,0.201,15.0,27.241337,13.61171,29.048975,29.238356,-0.18938065,1
1993-01-11 12:00:00,1993-S-10,SI,1993.0,10.0,       NAMU,-9.0,73.9,20.0,95.0,1.26725,30.0,27.30771,13.528006,27.75312,28.608362,-0.8552418,2
1993-07-17 12:00:00,1993-N-10,WP,1993.0,10.0,,10.1,156.1,15.0,70.0,0.59925,15.0,27.241337,13.61171,28.584934,29.062147,-0.4772129,1
1993-07-24 06:00:00,1993-N-11,WP,1993.0,11.0,,15.2,137.3,20.0,45.0,0.22225,15.0,27.241337,13.61171,29.404722,29.492374,-0.08765221,1
1993-01-16 00:00:00,1993-S-12,AUS,1993.0,12.0,       NAMU,-6.3,90.5,10.0,110.0,2.61,40.0,27.30771,13.528006,27.74348,28.47782,-0.73433876,3
1993-07-25 18:00:00,1993-N-12,WP,1993.0,12.0,,19.0,130.0,15.0,65.0,0.3795,20.0,27.241337,13.61171,29.950459,29.443195,0.5072632,1
1993-01-22 18:00:00,1993-S-13,AUS,1993.0,13.0,       NAMU,-14.2,119.8,20.0,55.0,0.67,10.0,27.30771,13.528006,29.144964,29.30128,-0.15631485,1
1993-07-30 06:00:00,1993-N-13,WP,1993.0,13.0,,6.7,161.1,10.0,120.0,2.503,35.0,27.241337,13.61171,28.856064,29.183102,-0.3270378,4
1993-08-03 00:00:00,1993-N-14,WP,1993.0,14.0,,8.0,154.3,10.0,65.0,0.6765,10.0,26.881458,13.769658,28.592724,29.30766,-0.7149353,1
1993-01-29 00:00:00,1993-S-15,SP,1993.0,15.0,       NAMU,-11.0,178.1,15.0,90.0,0.718,25.0,27.30771,13.528006,29.390495,29.353397,0.03709793,2
1993-02-03 06:00:00,1993-S-16,AUS,1993.0,16.0,       NAMU,-12.4,151.1,20.0,115.0,1.9565,30.0,27.569595,13.625831,27.869267,29.100826,-1.2315598,4
1993-08-12 00:00:00,1993-N-16,WP,1993.0,16.0,,7.0,152.7,10.0,80.0,0.8245,15.0,26.881458,13.769658,28.586323,29.312107,-0.7257843,1
1993-02-03 00:00:00,1993-S-17,SP,1993.0,17.0,       NAMU,-13.8,190.8,25.0,45.0,0.3115,10.0,27.569595,13.625831,29.053997,28.944462,0.10953522,1
1993-08-17 00:00:00,1993-N-17,WP,1993.0,17.0,,10.1,158.6,20.0,80.0,1.19875,15.0,26.881458,13.769658,28.672056,29.213158,-0.54110146,1
1993-02-11 12:00:00,1993-S-18,SP,1993.0,18.0,       NAMU,-10.9,193.0,20.0,65.0,0.46925,20.0,27.569595,13.625831,29.356003,29.124836,0.23116684,1
1993-08-19 06:00:00,1993-N-18,WP,1993.0,18.0,,9.0,134.0,20.0,45.0,0.55325,10.0,26.881458,13.769658,28.223871,28.967882,-0.7440109,1
1993-02-10 00:00:00,1993-S-19,SI,1993.0,19.0,       NAMU,-16.0,52.0,15.0,75.0,0.5515,30.0,27.569595,13.625831,27.99281,28.611465,-0.61865616,1
1993-08-27 12:00:00,1993-N-19,WP,1993.0,19.0,,17.0,141.7,10.0,130.0,1.72375,35.0,26.881458,13.769658,28.955166,29.45384,-0.4986744,4
1993-02-14 00:00:00,1993-S-20,SP,1993.0,20.0,       NAMU,-12.9,169.6,20.0,50.0,0.22475,15.0,27.569595,13.625831,28.238775,29.275833,-1.0370579,1
1993-09-03 06:00:00,1993-N-20,WP,1993.0,20.0,,16.0,128.7,15.0,55.0,0.3095,10.0,27.033102,13.652165,28.568384,29.115547,-0.547163,1
1993-02-22 06:00:00,1993-S-21,SP,1993.0,21.0,       NAMU,-11.5,161.2,20.0,100.0,1.63925,20.0,27.569595,13.625831,28.571466,29.428493,-0.85702705,3
1993-09-07 06:00:00,1993-N-21,WP,1993.0,21.0,,17.3,119.2,20.0,110.0,1.4015,25.0,27.033102,13.652165,28.883013,28.971748,-0.08873558,3
1993-03-10 06:00:00,1993-S-22,SP,1993.0,22.0,       NAMU,-8.2,163.5,20.0,55.0,0.72775,10.0,27.930157,13.600309,28.518564,29.401934,-0.88336945,1
1993-09-09 18:00:00,1993-N-22,WP,1993.0,22.0,,6.0,150.0,15.0,65.0,0.3885,15.0,27.033102,13.652165,28.634096,29.420185,-0.78608894,1
1993-03-24 00:00:00,1993-S-23,SP,1993.0,23.0,       NAMU,-12.2,181.3,20.0,125.0,2.1525,50.0,27.930157,13.600309,29.096552,29.322445,-0.22589302,4
1993-09-20 06:00:00,1993-N-23,WP,1993.0,23.0,,11.3,167.5,10.0,100.0,1.247,35.0,27.033102,13.652165,29.064314,29.07971,-0.015396118,3
1993-04-01 00:00:00,1993-S-24,AUS,1993.0,24.0,       NAMU,-13.1,91.7,20.0,125.0,1.97125,35.0,28.328188,13.463516,27.51749,27.983871,-0.46638107,4
1993-09-18 06:00:00,1993-N-24,WP,1993.0,24.0,,11.0,130.5,15.0,80.0,0.51925,30.0,27.033102,13.652165,28.663746,29.114891,-0.45114517,1
1993-04-08 18:00:00,1993-S-25,AUS,1993.0,25.0,       NAMU,-12.5,104.5,20.0,50.0,0.22475,25.0,28.328188,13.463516,28.058252,28.726898,-0.66864586,1
1993-09-27 06:00:00,1993-N-25,WP,1993.0,25.0,,7.0,152.9,15.0,140.0,3.04225,25.0,27.033102,13.652165,28.860205,29.447252,-0.5870476,5
1993-04-29 18:00:00,1993-S-26,SI,1993.0,26.0,       NAMU,-10.3,74.5,15.0,90.0,0.872,20.0,28.328188,13.463516,28.622488,28.742899,-0.12041092,2
1993-09-28 00:00:00,1993-N-26,WP,1993.0,26.0,,13.8,134.0,15.0,70.0,0.882,15.0,27.033102,13.652165,28.61588,29.219124,-0.6032448,1
1993-05-11 06:00:00,1993-S-27,AUS,1993.0,27.0,       NAMU,-4.2,158.1,15.0,45.0,0.208,15.0,28.36101,13.410228,28.665403,29.652336,-0.98693275,1
1993-10-12 00:00:00,1993-N-29,WP,1993.0,29.0,,12.0,192.4,15.0,50.0,0.553,15.0,27.243776,13.394182,28.255447,28.128307,0.12714005,1
1993-10-25 00:00:00,1993-N-30,WP,1993.0,30.0,,11.0,153.5,15.0,120.0,1.63425,30.0,27.243776,13.394182,29.04412,29.263891,-0.21977043,4
1993-11-02 00:00:00,1993-N-31,WP,1993.0,31.0,,10.0,168.0,15.0,50.0,0.405,10.0,27.539724,13.276933,28.713865,28.738142,-0.024276733,1
1993-11-17 12:00:00,1993-N-34,WP,1993.0,34.0,,8.7,137.4,15.0,95.0,0.6305,30.0,27.539724,13.276933,29.070887,29.267527,-0.19664001,2
1993-11-27 06:00:00,1993-N-35,WP,1993.0,35.0,,5.0,171.6,10.0,105.0,1.28,40.0,27.539724,13.276933,29.064592,29.176426,-0.11183357,3
1993-12-01 12:00:00,1993-N-36,WP,1993.0,36.0,,5.1,163.7,20.0,120.0,1.6955,40.0,27.503109,13.318634,29.069717,28.98989,0.07982826,4
1993-12-18 18:00:00,1993-N-37,WP,1993.0,37.0,,4.7,158.8,15.0,70.0,0.71575,20.0,27.503109,13.318634,28.904278,29.13135,-0.22707176,1
1993-11-07 18:00:00,1994-S-1,SI,1994.0,1.0,       NAMU,-6.4,79.9,20.0,60.0,0.46375,15.0,27.539724,13.276933,27.983292,28.314327,-0.3310356,1
1993-11-22 12:00:00,1994-S-2,AUS,1994.0,2.0,       NAMU,-7.2,92.7,15.0,55.0,0.324,10.0,27.539724,13.276933,27.8068,27.929867,-0.12306595,1
1994-03-28 18:00:00,1994-N-2,WP,1994.0,2.0,,8.5,147.7,15.0,75.0,0.95225,15.0,27.976965,13.579779,28.061068,28.252096,-0.1910286,1
1993-12-11 00:00:00,1994-S-3,SI,1994.0,3.0,       NAMU,-8.4,82.6,15.0,85.0,1.0165,15.0,27.503109,13.318634,27.88264,28.241764,-0.35912323,2
1994-05-08 00:00:00,1994-N-3,WP,1994.0,3.0,,4.0,155.4,15.0,90.0,1.1615,15.0,28.242512,13.427924,29.525528,29.43182,0.09370804,2
1993-12-14 06:00:00,1994-S-4,AUS,1994.0,4.0,       NAMU,-13.3,119.5,15.0,55.0,0.1815,20.0,27.503109,13.318634,29.354605,29.47295,-0.11834526,1
1993-12-26 06:00:00,1994-S-5,SP,1994.0,5.0,       NAMU,-3.9,170.9,15.0,125.0,4.21875,35.0,27.503109,13.318634,29.898916,29.532038,0.3668785,4
1994-06-02 06:00:00,1994-N-5,WP,1994.0,5.0,,19.0,112.5,20.0,55.0,0.48425,10.0,27.686954,13.40622,27.932695,28.706865,-0.7741699,1
1993-12-29 00:00:00,1994-S-6,AUS,1994.0,6.0,       NAMU,-11.8,129.3,20.0,40.0,0.29675,10.0,27.503109,13.318634,29.737614,30.288542,-0.5509281,1
1994-06-18 00:00:00,1994-N-6,WP,1994.0,6.0,,6.0,152.0,15.0,45.0,0.225,20.0,27.686954,13.40622,29.26667,29.350985,-0.08431435,1
1994-07-05 00:00:00,1994-N-8,WP,1994.0,8.0,,9.0,139.0,15.0,125.0,1.3405,40.0,27.11764,13.65401,29.201645,29.216482,-0.014837265,4
1994-01-10 06:00:00,1994-S-9,AUS,1994.0,9.0,       NAMU,-17.1,123.9,20.0,95.0,2.109,45.0,27.454021,13.479277,29.446053,29.54722,-0.10116768,2
1994-07-08 00:00:00,1994-N-9,WP,1994.0,9.0,,15.7,117.0,20.0,45.0,0.14,15.0,27.11764,13.65401,28.243607,29.189245,-0.94563866,1
1994-01-11 12:00:00,1994-S-10,SI,1994.0,10.0,       NAMU,-9.4,74.6,20.0,50.0,0.427,15.0,27.454021,13.479277,28.359814,28.62746,-0.2676468,1
1994-07-11 00:00:00,1994-N-10,WP,1994.0,10.0,,5.4,138.6,15.0,130.0,2.7965,40.0,27.11764,13.65401,29.049377,29.244854,-0.19547653,4
1994-01-18 12:00:00,1994-S-11,SP,1994.0,11.0,       NAMU,-17.3,173.8,15.0,100.0,1.99925,35.0,27.454021,13.479277,28.257841,28.520124,-0.26228333,3
1994-07-16 06:00:00,1994-N-11,WP,1994.0,11.0,,13.8,114.5,15.0,45.0,0.22225,15.0,27.11764,13.65401,27.990246,28.87185,-0.88160324,1
1994-01-22 06:00:00,1994-S-12,AUS,1994.0,12.0,       NAMU,-11.7,112.6,15.0,75.0,0.5045,30.0,27.454021,13.479277,28.521978,28.694033,-0.17205429,1
1994-07-10 00:00:00,1994-N-12,WP,1994.0,12.0,,7.9,140.5,10.0,65.0,0.75225,15.0,27.11764,13.65401,29.083427,29.231848,-0.14842033,1
1994-01-25 12:00:00,1994-S-13,SI,1994.0,13.0,       NAMU,-11.0,78.0,20.0,145.0,3.18875,35.0,27.454021,13.479277,28.248337,28.512262,-0.26392555,5
1994-07-25 06:00:00,1994-N-14,WP,1994.0,14.0,,13.9,130.6,10.0,50.0,0.34725,15.0,27.11764,13.65401,28.786383,29.41085,-0.62446785,1
1994-02-05 06:00:00,1994-S-15,SI,1994.0,15.0,       NAMU,-8.6,75.0,15.0,105.0,1.714,25.0,27.54939,13.531998,28.180914,28.630129,-0.44921494,3
1994-07-27 00:00:00,1994-N-15,WP,1994.0,15.0,,20.4,112.0,15.0,40.0,0.1315,10.0,27.11764,13.65401,27.991453,28.727848,-0.7363949,1
1994-07-29 00:00:00,1994-N-16,WP,1994.0,16.0,,15.5,143.5,10.0,60.0,0.265,25.0,27.11764,13.65401,29.657637,29.437353,0.22028351,1
1994-07-30 00:00:00,1994-N-17,WP,1994.0,17.0,,12.0,151.7,15.0,140.0,3.329,30.0,27.11764,13.65401,29.26088,29.123653,0.1372261,5
1994-02-22 00:00:00,1994-S-18,AUS,1994.0,18.0,       NAMU,-8.3,154.6,20.0,115.0,1.64325,35.0,27.54939,13.531998,29.307367,29.5667,-0.25933266,4
1994-03-05 18:00:00,1994-S-19,SI,1994.0,19.0,       NAMU,-14.3,51.5,25.0,50.0,0.3335,10.0,27.976965,13.579779,28.265892,28.570042,-0.30414963,1
1994-08-12 00:00:00,1994-N-19,WP,1994.0,19.0,,20.0,152.0,15.0,130.0,2.671,20.0,26.896923,13.84523,29.366367,29.287184,0.07918358,4
1994-03-05 00:00:00,1994-S-20,AUS,1994.0,20.0,       NAMU,-12.8,98.6,25.0,130.0,4.078,30.0,27.976965,13.579779,27.739677,28.402224,-0.66254616,4
1994-08-19 00:00:00,1994-N-20,WP,1994.0,20.0,,11.8,156.7,15.0,105.0,1.43575,30.0,26.896923,13.84523,29.56977,29.184467,0.3853035,3
1994-03-07 12:00:00,1994-S-21,AUS,1994.0,21.0,       NAMU,-14.0,108.6,20.0,90.0,1.17625,45.0,27.976965,13.579779,28.430193,28.661919,-0.2317257,2
1994-08-20 00:00:00,1994-N-21,WP,1994.0,21.0,,10.0,143.5,10.0,60.0,0.39425,15.0,26.896923,13.84523,29.162827,29.218748,-0.055921555,1
1994-03-12 12:00:00,1994-S-22,AUS,1994.0,22.0,       NAMU,-10.0,118.0,15.0,110.0,1.03775,45.0,27.976965,13.579779,28.42685,29.095324,-0.6684742,3
1994-08-24 18:00:00,1994-N-22,WP,1994.0,22.0,,24.3,166.7,20.0,75.0,0.93775,15.0,26.896923,13.84523,28.250116,28.47497,-0.22485352,1
1994-03-17 18:00:00,1994-S-23,SI,1994.0,23.0,       NAMU,-13.2,73.6,20.0,120.0,1.843,45.0,27.976965,13.579779,28.647593,28.720177,-0.07258415,4
1994-08-30 00:00:00,1994-N-23,WP,1994.0,23.0,,11.9,112.1,10.0,45.0,0.27175,10.0,26.896923,13.84523,27.979092,28.451962,-0.47286987,1
1994-03-19 00:00:00,1994-S-24,SP,1994.0,24.0,       NAMU,-6.4,184.4,15.0,105.0,0.98425,30.0,27.976965,13.579779,29.84409,29.191954,0.65213585,3
1994-09-01 00:00:00,1994-N-24,WP,1994.0,24.0,,7.0,150.5,15.0,85.0,1.208,15.0,26.837208,13.656874,28.966913,29.404379,-0.43746567,2
1994-03-22 00:00:00,1994-S-25,AUS,1994.0,25.0,       NAMU,-11.3,154.3,15.0,55.0,0.37075,15.0,27.976965,13.579779,28.998552,29.192202,-0.19364929,1
1994-09-06 06:00:00,1994-N-25,WP,1994.0,25.0,,12.4,135.8,15.0,50.0,0.32125,15.0,26.837208,13.656874,28.763464,29.225658,-0.46219444,1
1994-03-26 18:00:00,1994-S-26,AUS,1994.0,26.0,       NAMU,-7.8,91.5,15.0,105.0,2.72475,30.0,27.976965,13.579779,28.120844,28.80468,-0.683836,3
1994-09-08 00:00:00,1994-N-26,WP,1994.0,26.0,,10.0,179.9,10.0,135.0,2.27375,35.0,26.837208,13.656874,29.279072,28.778683,0.5003891,4
1994-03-28 18:00:00,1994-S-27,AUS,1994.0,27.0,       NAMU,-11.6,114.7,15.0,40.0,0.1555,10.0,27.976965,13.579779,28.367853,29.03533,-0.66747665,1
1994-09-14 00:00:00,1994-N-27,WP,1994.0,27.0,,12.5,139.2,25.0,45.0,0.499,10.0,26.837208,13.656874,29.088839,29.283943,-0.1951046,1
1994-04-05 00:00:00,1994-S-28,AUS,1994.0,28.0,       NAMU,-8.3,128.9,20.0,70.0,0.6925,25.0,28.252924,13.456537,28.464151,29.213839,-0.7496872,1
1994-09-16 00:00:00,1994-N-28,WP,1994.0,28.0,,12.0,128.0,15.0,135.0,4.2425,30.0,26.837208,13.656874,28.465532,29.173811,-0.70827866,4
1994-09-19 12:00:00,1994-N-29,WP,1994.0,29.0,,17.4,170.2,15.0,95.0,1.3075,30.0,26.837208,13.656874,29.31791,28.896187,0.4217224,2
1994-04-26 00:00:00,1994-S-30,AUS,1994.0,30.0,       NAMU,-4.8,95.4,20.0,40.0,0.16825,10.0,28.252924,13.456537,28.754658,29.376535,-0.6218777,1
1994-09-22 00:00:00,1994-N-30,WP,1994.0,30.0,,16.1,149.3,15.0,45.0,0.36575,10.0,26.837208,13.656874,29.728176,29.391525,0.33665085,1
1994-09-30 06:00:00,1994-N-32,WP,1994.0,32.0,,7.6,175.6,10.0,120.0,2.66375,35.0,26.837208,13.656874,29.518867,29.20469,0.31417656,4
1994-10-13 12:00:00,1994-N-33,WP,1994.0,33.0,,7.5,175.5,15.0,115.0,3.61675,25.0,27.270727,13.402511,29.293818,29.149754,0.14406395,4
1994-10-14 00:00:00,1994-N-34,WP,1994.0,34.0,,14.2,156.4,15.0,80.0,1.39225,15.0,27.270727,13.402511,28.577442,29.114246,-0.5368042,1
1994-10-18 00:00:00,1994-N-35,WP,1994.0,35.0,,12.0,170.0,15.0,125.0,4.08625,30.0,27.270727,13.402511,28.810894,28.853367,-0.04247284,4
1994-12-10 18:00:00,1994-N-38,WP,1994.0,38.0,,5.9,164.6,15.0,115.0,1.852,30.0,27.566442,13.340504,28.974506,28.865711,0.108795166,4
1994-12-14 00:00:00,1994-N-39,WP,1994.0,39.0,,4.0,175.0,15.0,50.0,0.654,5.0,27.566442,13.340504,29.016447,28.698227,0.31822014,1
1994-11-10 18:00:00,1995-S-1,SP,1995.0,1.0,       NAMU,-7.1,167.7,15.0,60.0,0.49825,10.0,27.540064,13.27857,29.087954,29.630503,-0.54254913,1
1994-11-21 06:00:00,1995-S-2,SI,1995.0,2.0,       NAMU,-6.1,76.3,20.0,115.0,2.21075,30.0,27.540064,13.27857,28.325106,28.363558,-0.03845215,4
